"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Feb-2024","EQ","444.00","444.00","429.65","434.20","438.90","436.70","435.37","487.60","207.60","1,17,11,699","5,09,89,52,431.50","1,48,098"
"28-Feb-2024","EQ","440.30","442.85","430.35","441.40","434.90","434.20","435.11","487.60","207.60","88,93,614","3,86,96,73,063.15","1,25,691"
"27-Feb-2024","EQ","442.30","445.30","435.05","442.30","441.10","441.40","440.44","487.60","207.60","83,43,526","3,67,48,10,845.20","96,427"
"26-Feb-2024","EQ","443.90","447.25","440.55","443.90","443.00","442.30","444.18","487.60","207.60","75,70,244","3,36,25,40,348.80","1,00,405"
"23-Feb-2024","EQ","448.00","449.60","441.65","445.15","444.20","443.90","444.89","487.60","207.60","96,25,544","4,28,23,36,042.85","1,20,051"
"22-Feb-2024","EQ","438.00","448.00","427.95","432.95","448.00","445.15","438.29","487.60","207.60","2,20,83,710","9,67,91,52,126.35","2,25,146"
"21-Feb-2024","EQ","450.95","450.95","431.00","446.50","434.00","432.95","439.02","487.60","207.60","1,90,32,050","8,35,53,91,452.40","1,74,909"
"20-Feb-2024","EQ","457.95","457.95","441.00","461.00","447.80","446.50","447.02","487.60","207.60","2,78,99,165","12,47,15,13,433.15","2,97,302"
"19-Feb-2024","EQ","482.80","487.45","455.45","480.00","459.65","461.00","471.47","487.60","207.60","1,97,98,448","9,33,43,03,016.60","1,94,490"
"16-Feb-2024","EQ","482.40","487.60","477.50","476.85","479.55","480.00","481.76","487.60","207.60","1,45,13,583","6,99,21,34,358.05","1,75,331"
"15-Feb-2024","EQ","469.00","481.25","467.55","466.35","477.00","476.85","475.82","481.25","207.60","1,85,01,875","8,80,35,68,830.45","2,23,845"
"14-Feb-2024","EQ","451.65","468.00","443.00","452.35","467.40","466.35","458.89","468.60","207.60","1,85,92,696","8,53,19,62,165.90","2,59,795"
"13-Feb-2024","EQ","443.80","457.85","434.00","432.80","453.00","452.35","447.80","468.60","207.60","3,56,65,854","15,97,13,21,186.85","3,39,669"
"12-Feb-2024","EQ","457.00","457.45","430.05","456.20","434.30","432.80","438.52","468.60","207.60","1,94,72,346","8,53,90,35,376.15","2,40,171"
"09-Feb-2024","EQ","462.20","463.80","435.65","459.20","454.75","456.20","448.86","468.60","207.60","1,74,72,069","7,84,25,97,871.65","1,83,472"
"08-Feb-2024","EQ","454.80","468.60","450.00","452.65","461.00","459.20","459.95","468.60","207.60","1,87,90,158","8,64,26,25,354.75","2,35,740"
"07-Feb-2024","EQ","454.00","460.55","447.80","448.65","454.35","452.65","454.69","460.55","207.60","1,44,30,152","6,56,12,07,443.70","1,51,277"
"06-Feb-2024","EQ","444.80","451.00","437.25","440.25","447.20","448.65","442.93","451.00","207.60","1,33,86,526","5,92,93,17,276.60","1,34,044"
"05-Feb-2024","EQ","423.25","450.00","417.10","419.80","441.30","440.25","436.95","450.00","207.60","3,14,18,925","13,72,84,52,688.20","2,71,278"
"02-Feb-2024","EQ","410.80","422.90","409.65","406.70","417.30","419.80","417.30","422.90","207.60","2,51,77,075","10,50,63,60,725.95","1,92,430"
